,city,description,complexity,saccade_value,duration
463,Zürich,color,158,6.407648548969714e-05,426.725
464,Zürich,color,158,2.0816879761501583e-05,616.9302325581396
465,Zürich,color,158,8.399938930169901e-05,292.31111111111113
466,Zürich,color,158,2.6666496429773803e-05,414.3703703703704
467,Zürich,color,158,7.100463888125252e-05,375.62068965517244
468,Zürich,color,158,5.588516014051517e-05,391.51063829787233
469,Zürich,color,158,7.504147882760127e-05,371.14285714285717
470,Zürich,color,158,7.846912579979546e-05,289.3809523809524
471,Zürich,color,158,2.0139647510466118e-05,623.7916666666666
472,Zürich,color,158,0.0001429888307872928,230.65384615384616
473,Zürich,color,158,3.535955209176848e-05,445.02777777777777
474,Zürich,color,158,4.48670152795874e-05,450.2413793103448
475,Zürich,color,158,8.140745763104e-05,364.64285714285717
476,Zürich,color,158,3.241911362019135e-05,364.6904761904762
477,Zürich,color,158,3.735597130836478e-05,408.1951219512195
478,Zürich,color,158,4.206864040403072e-05,499.6
479,Zürich,color,158,6.236956329013677e-05,393.3243243243243
480,Antwerpen,gray,100,0.00010558458362347004,320.3030303030303
481,Antwerpen,gray,100,5.4753171638957485e-05,314.04347826086956
482,Antwerpen,gray,100,0.00012626831158847517,267.15384615384613
483,Antwerpen,gray,100,6.401781218420712e-05,309.44444444444446
484,Antwerpen,gray,100,4.4580024832601094e-05,318.0
485,Antwerpen,gray,100,0.00012055919632079073,273.0
486,Antwerpen,gray,100,0.00010834730804777743,270.44
487,Antwerpen,gray,100,0.00014913607008866154,260.55
488,Antwerpen,gray,100,0.00010974648051927524,384.65
489,Antwerpen,gray,100,7.568525703107206e-05,355.58620689655174
490,Antwerpen,gray,100,0.00012209386731509654,282.5692307692308
491,Antwerpen,gray,100,0.00011862642419053254,314.58620689655174
492,Antwerpen,gray,100,0.00020823933721230234,228.40625
493,Antwerpen,gray,100,0.00010730346530166357,296.5945945945946
494,Antwerpen,gray,100,0.00012132097156636138,292.2054794520548
495,Antwerpen,gray,100,0.0001315763324389697,226.91666666666666
496,Antwerpen,gray,100,0.00010183066876670024,246.03703703703704
497,Antwerpen,gray,100,9.658210697494673e-05,282.62857142857143
498,Antwerpen,gray,100,6.004758935283252e-05,317.90909090909093
499,Antwerpen,gray,100,0.00011330522293734159,258.50877192982455
500,Berlin,gray,208,1.5884899284255544e-05,501.6875
501,Berlin,gray,208,3.477572268381159e-05,312.8484848484849
502,Berlin,gray,208,2.9535955850423867e-05,345.6
503,Berlin,gray,208,8.489177512725537e-05,307.8775510204082
504,Berlin,gray,208,5.136892115536419e-05,346.1744186046512
505,Berlin,gray,208,9.928310584816811e-05,261.46875
506,Berlin,gray,208,4.110494067912743e-05,352.02272727272725
507,Berlin,gray,208,0.00010752034311242214,316.875
508,Berlin,gray,208,9.722250175002877e-05,266.45454545454544
509,Berlin,gray,208,5.067868114761691e-05,349.2631578947368
510,Berlin,gray,208,0.00015779363968689478,320.921568627451
511,Berlin,gray,208,3.802876624879803e-05,380.87179487179486
512,Berlin,gray,208,0.0002694965871235559,178.76666666666668
513,Berlin,gray,208,2.2899973211565266e-05,436.28
514,Berlin,gray,208,8.814922423059336e-05,303.375
515,Berlin,gray,208,8.063992394770048e-05,331.22727272727275
516,Berlin,gray,208,1.2787646008629118e-05,425.25714285714287
517,Berlin,gray,208,3.742848826296831e-05,372.1475409836066
518,Berlin,gray,208,5.582325836267899e-05,351.0
519,Berlin,gray,208,5.8155251609179754e-05,390.3333333333333
520,Bordeaux,gray,123,5.8602883148929074e-05,283.07142857142856
521,Bordeaux,gray,123,4.58712383545379e-05,311.6666666666667
522,Bordeaux,gray,123,9.896865477580697e-05,320.22222222222223
523,Bordeaux,gray,123,9.231653955035524e-05,293.68
524,Bordeaux,gray,123,0.00017639749489401055,304.95454545454544
525,Bordeaux,gray,123,0.00013196806721344468,248.2439024390244
526,Bordeaux,gray,123,7.07589724581145e-05,368.92
527,Bordeaux,gray,123,0.0002087682685736556,250.56521739130434
528,Bordeaux,gray,123,3.5425898549669444e-05,390.2608695652174
529,Bordeaux,gray,123,0.00011687791811399932,287.271186440678
530,Bordeaux,gray,123,9.842513044233758e-05,306.36
531,Bordeaux,gray,123,6.411933724241649e-05,293.1304347826087
532,Bordeaux,gray,123,0.0001925007254402611,255.27777777777777
533,Bordeaux,gray,123,3.214835575745625e-05,370.0740740740741
534,Bordeaux,gray,123,6.690567708377714e-05,346.72727272727275
535,Bordeaux,gray,123,0.0001906166870168792,231.76
536,Bordeaux,gray,123,7.832939621262154e-05,256.0
537,Bordeaux,gray,123,5.352583833226051e-05,418.11538461538464
538,Bordeaux,gray,123,4.886229923430199e-05,318.7142857142857
539,Bordeaux,gray,123,3.5281647307557026e-05,345.84615384615387
540,Köln,gray,134,4.0234676953414096e-05,329.3076923076923
541,Köln,gray,134,0.0001121703400069983,273.9852941176471
542,Köln,gray,134,6.351983629078636e-05,337.72222222222223
543,Köln,gray,134,8.10109160465176e-05,302.5482233502538
544,Köln,gray,134,5.7355856258088795e-05,331.21505376344084
545,Köln,gray,134,0.0001610213650059943,258.4788732394366
546,Köln,gray,134,4.388898144456297e-05,458.8888888888889
547,Köln,gray,134,0.00011990960634786937,280.258064516129
548,Köln,gray,134,4.1827719488112925e-05,391.04411764705884
549,Köln,gray,134,3.5716261538468415e-05,401.23333333333335
550,Köln,gray,134,8.396683097351328e-05,341.7857142857143
551,Köln,gray,134,2.282748352820682e-05,469.3636363636364
552,Köln,gray,134,8.467792369587435e-05,348.1290322580645
553,Köln,gray,134,2.431659044123883e-05,507.7083333333333
554,Köln,gray,134,9.242303861759731e-05,328.8625
555,Köln,gray,134,0.00012552106893967314,277.8493150684931
556,Köln,gray,134,6.645917475592358e-05,301.4166666666667
557,Köln,gray,134,4.337025905029447e-05,346.7345132743363
558,Köln,gray,134,4.598062094520951e-05,362.4691358024691
559,Köln,gray,134,6.191366685784607e-05,320.04347826086956
560,Frankfurt,gray,113,3.2361598633796536e-05,352.5
561,Frankfurt,gray,113,5.1114391671673385e-05,420.8
562,Frankfurt,gray,113,6.461484586865308e-05,342.225
563,Frankfurt,gray,113,9.030759497961084e-05,382.94736842105266
564,Frankfurt,gray,113,0.00010079682881276584,262.59574468085106
565,Frankfurt,gray,113,0.00013088167795743483,329.08
566,Frankfurt,gray,113,2.784945903646466e-05,418.22857142857146
567,Frankfurt,gray,113,4.864560365406591e-05,361.07547169811323
568,Frankfurt,gray,113,4.8047747972971994e-05,360.23809523809524
569,Frankfurt,gray,113,9.38697986123002e-05,289.32142857142856
570,Frankfurt,gray,113,2.209714240039024e-05,359.24242424242425
571,Frankfurt,gray,113,0.00017462556480945634,220.52173913043478
572,Frankfurt,gray,113,1.7971939893164045e-05,341.32142857142856
573,Frankfurt,gray,113,0.00013075223514518532,275.66336633663366
574,Frankfurt,gray,113,0.0001336115304229452,234.78787878787878
